augmented_view_id,feature_id,feature_name,source_geometry_id,source_instance_id,source_image_file,augmentation_id,augmentation_type,rotation_deg,translation_x_px,translation_y_px,mirror,augmented_image_file,sha256
F08_SRC_002_V02,F08,compound-radius transition groove,F08_GEOM_002,F08_SRC_002,data/raw/cv20/images/8/classes/0/0000.png,AUG_02,translation,0,0,1,no,data/processed/cv20_augmented/images/F08/F08_SRC_002/F08_SRC_002_V02.png,72751182e57f1edf4908ebd5b235fdd01ccc48c65dbe0f581778036e64c13cc4
F08_SRC_002_V03,F08,compound-radius transition groove,F08_GEOM_002,F08_SRC_002,data/raw/cv20/images/8/classes/0/0000.png,AUG_03,horizontal-mirror-rotation,15,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_002/F08_SRC_002_V03.png,0b4fffd309c0561bb6d4045832d1e8442353808d94c4201686f1106cfc5a4d3c
F08_SRC_003_V00,F08,compound-radius transition groove,F08_GEOM_003,F08_SRC_003,data/raw/cv20/images/8/classes/0/0001 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_003/F08_SRC_003_V00.png,cb7a59944f2220be68607679336a873feff52d941cac2923aa253845ab593f2e
F08_SRC_003_V01,F08,compound-radius transition groove,F08_GEOM_003,F08_SRC_003,data/raw/cv20/images/8/classes/0/0001 (2).png,AUG_01,rotation,20,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_003/F08_SRC_003_V01.png,c4b116524d57dc2f927b84683a971334cc76b4f9986fdb940d20fafbd273fef6
F08_SRC_003_V02,F08,compound-radius transition groove,F08_GEOM_003,F08_SRC_003,data/raw/cv20/images/8/classes/0/0001 (2).png,AUG_02,translation,0,1,2,no,data/processed/cv20_augmented/images/F08/F08_SRC_003/F08_SRC_003_V02.png,30d0c29a66c10de464a1a36ca5c2ead9e256699cdf27a8bdc512e5a2ee12ef66
F08_SRC_003_V03,F08,compound-radius transition groove,F08_GEOM_003,F08_SRC_003,data/raw/cv20/images/8/classes/0/0001 (2).png,AUG_03,horizontal-mirror-rotation,20,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_003/F08_SRC_003_V03.png,8dbe15f8b15ad6dadcc62b9201f883a2cb8268dc302e63e60724de384d45231d
F08_SRC_004_V00,F08,compound-radius transition groove,F08_GEOM_004,F08_SRC_004,data/raw/cv20/images/8/classes/0/0001.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_004/F08_SRC_004_V00.png,4d1d25f2915c89cfd51e4464f617be32c0741d5c9eb3101d5b193a41e6ca5ead
F08_SRC_004_V01,F08,compound-radius transition groove,F08_GEOM_004,F08_SRC_004,data/raw/cv20/images/8/classes/0/0001.png,AUG_01,rotation,30,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_004/F08_SRC_004_V01.png,a59673aaff00e9a011dc08a8daa2cfd61596404c2a387f9b79d300a605f9cac0
F08_SRC_004_V02,F08,compound-radius transition groove,F08_GEOM_004,F08_SRC_004,data/raw/cv20/images/8/classes/0/0001.png,AUG_02,translation,0,2,3,no,data/processed/cv20_augmented/images/F08/F08_SRC_004/F08_SRC_004_V02.png,9595a7b19f54da695a1cb3a870c6d07f56e60f1269a4652229f2ed352aac0b61
F08_SRC_004_V03,F08,compound-radius transition groove,F08_GEOM_004,F08_SRC_004,data/raw/cv20/images/8/classes/0/0001.png,AUG_03,horizontal-mirror-rotation,25,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_004/F08_SRC_004_V03.png,9d8313fae7dccc4b0bafbdbe23a41c3e865d6b2244d05de60445dc126450404a
F08_SRC_005_V00,F08,compound-radius transition groove,F08_GEOM_005,F08_SRC_005,data/raw/cv20/images/8/classes/0/0002 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_005/F08_SRC_005_V00.png,e106c86348ec8bba0f66572568f29360e7da7cf840c5a8681db10fcb952a0eb3
F08_SRC_005_V01,F08,compound-radius transition groove,F08_GEOM_005,F08_SRC_005,data/raw/cv20/images/8/classes/0/0002 (2).png,AUG_01,rotation,40,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_005/F08_SRC_005_V01.png,5988957d8a072203c92ac4876ff02938ca64d24c303518fde0f2ebbeb5e7fe13
F08_SRC_005_V02,F08,compound-radius transition groove,F08_GEOM_005,F08_SRC_005,data/raw/cv20/images/8/classes/0/0002 (2).png,AUG_02,translation,0,3,-3,no,data/processed/cv20_augmented/images/F08/F08_SRC_005/F08_SRC_005_V02.png,d0496ad5a8b546983d1154efdddc2669f1a7db1b7ca330a366571c0ab2f8401f
F08_SRC_005_V03,F08,compound-radius transition groove,F08_GEOM_005,F08_SRC_005,data/raw/cv20/images/8/classes/0/0002 (2).png,AUG_03,horizontal-mirror-rotation,5,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_005/F08_SRC_005_V03.png,4fedc9e71feaa44ce8b5a2195ea8a7bceae32fe80e447b43135e2f540e181263
F08_SRC_006_V00,F08,compound-radius transition groove,F08_GEOM_006,F08_SRC_006,data/raw/cv20/images/8/classes/0/0002.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_006/F08_SRC_006_V00.png,31abaa68d1ea6eec88708cce9b26a657e1db9ba9834552791ec5614e9bb8b229
F08_SRC_006_V01,F08,compound-radius transition groove,F08_GEOM_006,F08_SRC_006,data/raw/cv20/images/8/classes/0/0002.png,AUG_01,rotation,5,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_006/F08_SRC_006_V01.png,ac7f6856dacb32126e974fed2bc5ea94bf45f2a1ee4a63992e7191c3d830214d
F08_SRC_006_V02,F08,compound-radius transition groove,F08_GEOM_006,F08_SRC_006,data/raw/cv20/images/8/classes/0/0002.png,AUG_02,translation,0,-3,-2,no,data/processed/cv20_augmented/images/F08/F08_SRC_006/F08_SRC_006_V02.png,74a5faf90758402f06f384a467a511f0d4872469c2f04d2da8430ac27f2ee3cc
F08_SRC_006_V03,F08,compound-radius transition groove,F08_GEOM_006,F08_SRC_006,data/raw/cv20/images/8/classes/0/0002.png,AUG_03,horizontal-mirror-rotation,10,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_006/F08_SRC_006_V03.png,8b2b809feb309c85c560002bcfdee98d6b60e6e0b15d5435f5a5e31ce6bb9ae6
F08_SRC_007_V00,F08,compound-radius transition groove,F08_GEOM_007,F08_SRC_007,data/raw/cv20/images/8/classes/0/0003 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_007/F08_SRC_007_V00.png,7b5478c5184846dcf5284c40abf0f42d01f13c6f96310cfebb7d87589101534b
F08_SRC_007_V01,F08,compound-radius transition groove,F08_GEOM_007,F08_SRC_007,data/raw/cv20/images/8/classes/0/0003 (2).png,AUG_01,rotation,15,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_007/F08_SRC_007_V01.png,e3068ce64d012f7b5de6b78cc79bdf4e474bac0909d41232adb604297ee93cf1
F08_SRC_007_V02,F08,compound-radius transition groove,F08_GEOM_007,F08_SRC_007,data/raw/cv20/images/8/classes/0/0003 (2).png,AUG_02,translation,0,-2,-1,no,data/processed/cv20_augmented/images/F08/F08_SRC_007/F08_SRC_007_V02.png,dec14feebb5a504caa66b368395806c492ddd1733391c4b0deffc8c5b2da40df
F08_SRC_007_V03,F08,compound-radius transition groove,F08_GEOM_007,F08_SRC_007,data/raw/cv20/images/8/classes/0/0003 (2).png,AUG_03,horizontal-mirror-rotation,15,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_007/F08_SRC_007_V03.png,cf7553a3cdc68b0623032a9396306d83f41c0b01663b0f1a799b9d10345b832c
F08_SRC_008_V00,F08,compound-radius transition groove,F08_GEOM_008,F08_SRC_008,data/raw/cv20/images/8/classes/0/0003.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_008/F08_SRC_008_V00.png,6b8e1c0cd1cb15726d4a3611251220b1e142c47e36be8fb88068a8bef82825ec
F08_SRC_008_V01,F08,compound-radius transition groove,F08_GEOM_008,F08_SRC_008,data/raw/cv20/images/8/classes/0/0003.png,AUG_01,rotation,25,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_008/F08_SRC_008_V01.png,17e07bc4be91edce9a3ef7b6073be68f92d6b5618c5b7ce501d3d1794c642e5f
F08_SRC_008_V02,F08,compound-radius transition groove,F08_GEOM_008,F08_SRC_008,data/raw/cv20/images/8/classes/0/0003.png,AUG_02,translation,0,-1,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_008/F08_SRC_008_V02.png,1bc80cf76e21a5de2ec7eb86f15a40406cd824f62d0264a6f8b162ba159f0414
F08_SRC_008_V03,F08,compound-radius transition groove,F08_GEOM_008,F08_SRC_008,data/raw/cv20/images/8/classes/0/0003.png,AUG_03,horizontal-mirror-rotation,20,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_008/F08_SRC_008_V03.png,f7022dcfd261575fc7a9191278e741dd61d17746c870a8fa61fd48bd508f266a
F08_SRC_009_V00,F08,compound-radius transition groove,F08_GEOM_009,F08_SRC_009,data/raw/cv20/images/8/classes/0/0004 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_009/F08_SRC_009_V00.png,b405c37da168085cfa1b1d64fe9d9c64c0992119dc2b8a635ea1196f91989575
F08_SRC_009_V01,F08,compound-radius transition groove,F08_GEOM_009,F08_SRC_009,data/raw/cv20/images/8/classes/0/0004 (2).png,AUG_01,rotation,35,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_009/F08_SRC_009_V01.png,0a44694fb0d23ffbd83a306e5b72e37df0f38eb257afe5a5ff7b4aacff387aa8
F08_SRC_009_V02,F08,compound-radius transition groove,F08_GEOM_009,F08_SRC_009,data/raw/cv20/images/8/classes/0/0004 (2).png,AUG_02,translation,0,0,1,no,data/processed/cv20_augmented/images/F08/F08_SRC_009/F08_SRC_009_V02.png,1be4d7d5caac8be7fe176563f89e9aeddfe1ce0bba0d76ed314e7c461fa0d79b
F08_SRC_009_V03,F08,compound-radius transition groove,F08_GEOM_009,F08_SRC_009,data/raw/cv20/images/8/classes/0/0004 (2).png,AUG_03,horizontal-mirror-rotation,25,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_009/F08_SRC_009_V03.png,d01316a155856b172b31429bd1d143514db78a81ca7cea4d87e5a66ceff130d3
F08_SRC_010_V00,F08,compound-radius transition groove,F08_GEOM_010,F08_SRC_010,data/raw/cv20/images/8/classes/0/0004.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_010/F08_SRC_010_V00.png,ecef6170530524629d563e411ec06351075d11e5364f63208966ec27b0cbaa02
F08_SRC_010_V01,F08,compound-radius transition groove,F08_GEOM_010,F08_SRC_010,data/raw/cv20/images/8/classes/0/0004.png,AUG_01,rotation,45,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_010/F08_SRC_010_V01.png,2c662a446514d74daf388088595da20f1521eaa256ca895893d04ae8a8735161
F08_SRC_010_V02,F08,compound-radius transition groove,F08_GEOM_010,F08_SRC_010,data/raw/cv20/images/8/classes/0/0004.png,AUG_02,translation,0,1,2,no,data/processed/cv20_augmented/images/F08/F08_SRC_010/F08_SRC_010_V02.png,855f0ed0a564d069c8833dd7eeafb74f484c5e5b66e37a6903c26944af565434
F08_SRC_010_V03,F08,compound-radius transition groove,F08_GEOM_010,F08_SRC_010,data/raw/cv20/images/8/classes/0/0004.png,AUG_03,horizontal-mirror-rotation,5,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_010/F08_SRC_010_V03.png,4dd8225c46e320200bfef628db0fb05687798f389c67642cb9b9349ee0d31a29
F08_SRC_011_V00,F08,compound-radius transition groove,F08_GEOM_011,F08_SRC_011,data/raw/cv20/images/8/classes/0/0005 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_011/F08_SRC_011_V00.png,1e1acbb5a6a638a8e828895f6373a03669d6343efa0de9a60dab8a3deaa71b44
F08_SRC_011_V01,F08,compound-radius transition groove,F08_GEOM_011,F08_SRC_011,data/raw/cv20/images/8/classes/0/0005 (2).png,AUG_01,rotation,10,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_011/F08_SRC_011_V01.png,3d1ad3105b201195a523c83e144bd0d99f5e72c4aee3455e814abd37b01b183c
F08_SRC_011_V02,F08,compound-radius transition groove,F08_GEOM_011,F08_SRC_011,data/raw/cv20/images/8/classes/0/0005 (2).png,AUG_02,translation,0,2,3,no,data/processed/cv20_augmented/images/F08/F08_SRC_011/F08_SRC_011_V02.png,5841c22e6b43eebf868af88da548c915d7eb46b7b27de0448da2d4a3e034eeeb
F08_SRC_011_V03,F08,compound-radius transition groove,F08_GEOM_011,F08_SRC_011,data/raw/cv20/images/8/classes/0/0005 (2).png,AUG_03,horizontal-mirror-rotation,10,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_011/F08_SRC_011_V03.png,346ca9f191da8e9e720245448ad3f093e63dabdbadc034935e86158a57bdfc88
F08_SRC_012_V00,F08,compound-radius transition groove,F08_GEOM_012,F08_SRC_012,data/raw/cv20/images/8/classes/0/0005.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_012/F08_SRC_012_V00.png,39fbda6ca4cfa1a205be05558b0087c1f63615f7a19352dd86086f160de4c4bb
F08_SRC_012_V01,F08,compound-radius transition groove,F08_GEOM_012,F08_SRC_012,data/raw/cv20/images/8/classes/0/0005.png,AUG_01,rotation,20,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_012/F08_SRC_012_V01.png,d91f101dbedb9033055745a0b12f0aaf824c6dc8914188050c99762f3a459af5
F08_SRC_012_V02,F08,compound-radius transition groove,F08_GEOM_012,F08_SRC_012,data/raw/cv20/images/8/classes/0/0005.png,AUG_02,translation,0,3,-3,no,data/processed/cv20_augmented/images/F08/F08_SRC_012/F08_SRC_012_V02.png,326a3e97f1f56a0a197b82f5df1bb8c6de827c9fc654231b02d8fa9acfc33928
F08_SRC_012_V03,F08,compound-radius transition groove,F08_GEOM_012,F08_SRC_012,data/raw/cv20/images/8/classes/0/0005.png,AUG_03,horizontal-mirror-rotation,15,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_012/F08_SRC_012_V03.png,be96a8546be2c7fbac939d7fa8768c6e92954cbc29b16fc4558cab381a45f213
F08_SRC_013_V00,F08,compound-radius transition groove,F08_GEOM_013,F08_SRC_013,data/raw/cv20/images/8/classes/0/0006 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_013/F08_SRC_013_V00.png,b293072d1822dd14b6a7acdfac603efea274bd2bdd776ac5ee1be540d7bfba07
F08_SRC_013_V01,F08,compound-radius transition groove,F08_GEOM_013,F08_SRC_013,data/raw/cv20/images/8/classes/0/0006 (2).png,AUG_01,rotation,30,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_013/F08_SRC_013_V01.png,8497b0d1b8808f0fc3f9d65d35555b49a7cacb3daada88518a9d15e10196d2fb
F08_SRC_013_V02,F08,compound-radius transition groove,F08_GEOM_013,F08_SRC_013,data/raw/cv20/images/8/classes/0/0006 (2).png,AUG_02,translation,0,-3,-2,no,data/processed/cv20_augmented/images/F08/F08_SRC_013/F08_SRC_013_V02.png,53ccefa6365f3861e6bf1efa9412c114cb9025887926bcfef26671c49f939ec4
F08_SRC_013_V03,F08,compound-radius transition groove,F08_GEOM_013,F08_SRC_013,data/raw/cv20/images/8/classes/0/0006 (2).png,AUG_03,horizontal-mirror-rotation,20,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_013/F08_SRC_013_V03.png,db9c3d3a4de6423ba44229d98ea3420194dd019e6f520cb6ee5972b8f8d04670
F08_SRC_014_V00,F08,compound-radius transition groove,F08_GEOM_014,F08_SRC_014,data/raw/cv20/images/8/classes/0/0006.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_014/F08_SRC_014_V00.png,5ec08989cc12f23b4e0f15f41a1533f6e81454408042280db73b701d8bd1f85b
F08_SRC_014_V01,F08,compound-radius transition groove,F08_GEOM_014,F08_SRC_014,data/raw/cv20/images/8/classes/0/0006.png,AUG_01,rotation,40,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_014/F08_SRC_014_V01.png,162cea0d0d2cf671f3de5d7578103cbcf0907965218a18dac75b80de330ba846
F08_SRC_014_V02,F08,compound-radius transition groove,F08_GEOM_014,F08_SRC_014,data/raw/cv20/images/8/classes/0/0006.png,AUG_02,translation,0,-2,-1,no,data/processed/cv20_augmented/images/F08/F08_SRC_014/F08_SRC_014_V02.png,68ae0b12ede0fa5a03ebb761bf5ef0123c065f07dc478dcc273bf681762cda16
F08_SRC_014_V03,F08,compound-radius transition groove,F08_GEOM_014,F08_SRC_014,data/raw/cv20/images/8/classes/0/0006.png,AUG_03,horizontal-mirror-rotation,25,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_014/F08_SRC_014_V03.png,579331f72058c98483ec6beaba041ff2597ca5e364f07047c1318c457f2b3c0c
F08_SRC_015_V00,F08,compound-radius transition groove,F08_GEOM_015,F08_SRC_015,data/raw/cv20/images/8/classes/0/0007 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_015/F08_SRC_015_V00.png,d8517b375ca75c0f8ec527201c8a9ade6716840e7d32af9e6e0b88fb6d52f16e
F08_SRC_015_V01,F08,compound-radius transition groove,F08_GEOM_015,F08_SRC_015,data/raw/cv20/images/8/classes/0/0007 (2).png,AUG_01,rotation,5,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_015/F08_SRC_015_V01.png,c12e1d62620455efeac660b80d7cb1be4caf323223d184a202963e3a32e0ebab
F08_SRC_015_V02,F08,compound-radius transition groove,F08_GEOM_015,F08_SRC_015,data/raw/cv20/images/8/classes/0/0007 (2).png,AUG_02,translation,0,-1,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_015/F08_SRC_015_V02.png,27f9c4f11217d241f681352424eb93c5c41547ca9c75aa5b5d277a7503c708fb
F08_SRC_015_V03,F08,compound-radius transition groove,F08_GEOM_015,F08_SRC_015,data/raw/cv20/images/8/classes/0/0007 (2).png,AUG_03,horizontal-mirror-rotation,5,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_015/F08_SRC_015_V03.png,294fc5ec8274c5fd7ff90f60859fc4b7495efe7948340927ffe86074b336545d
F08_SRC_016_V00,F08,compound-radius transition groove,F08_GEOM_016,F08_SRC_016,data/raw/cv20/images/8/classes/0/0007.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_016/F08_SRC_016_V00.png,3a9cdf62e261c50efe63fb388e9ef468ed6722cb290037bd7edcd6f407de4d8b
F08_SRC_016_V01,F08,compound-radius transition groove,F08_GEOM_016,F08_SRC_016,data/raw/cv20/images/8/classes/0/0007.png,AUG_01,rotation,15,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_016/F08_SRC_016_V01.png,b8fc2570cfbd6aeddf4cb49a11454f7d96e6f80aa6a0c4a900dfd28efc88f203
F08_SRC_016_V02,F08,compound-radius transition groove,F08_GEOM_016,F08_SRC_016,data/raw/cv20/images/8/classes/0/0007.png,AUG_02,translation,0,0,1,no,data/processed/cv20_augmented/images/F08/F08_SRC_016/F08_SRC_016_V02.png,0fe5ba4c5039ec44f00f7f43ab75b7713a875695cf60a6f5c2d89c7e0546d0de
F08_SRC_016_V03,F08,compound-radius transition groove,F08_GEOM_016,F08_SRC_016,data/raw/cv20/images/8/classes/0/0007.png,AUG_03,horizontal-mirror-rotation,10,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_016/F08_SRC_016_V03.png,5b7d65ec00bb52b5266fe3d1312cf267eb3f2e5edc4f072130f349f49b9ed645
F08_SRC_017_V00,F08,compound-radius transition groove,F08_GEOM_017,F08_SRC_017,data/raw/cv20/images/8/classes/0/0008 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_017/F08_SRC_017_V00.png,397d592e57aff7c4cdd18975efd25cce3e362b210022392af1fed4a915cd99c0
F08_SRC_017_V01,F08,compound-radius transition groove,F08_GEOM_017,F08_SRC_017,data/raw/cv20/images/8/classes/0/0008 (2).png,AUG_01,rotation,25,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_017/F08_SRC_017_V01.png,d02e9a31af40a8fde88ab04f55507496bdac3192f0a42998854c5d1e0997f347
F08_SRC_017_V02,F08,compound-radius transition groove,F08_GEOM_017,F08_SRC_017,data/raw/cv20/images/8/classes/0/0008 (2).png,AUG_02,translation,0,1,2,no,data/processed/cv20_augmented/images/F08/F08_SRC_017/F08_SRC_017_V02.png,1ed2f2b09deb2d996ab6f65e244bae2d8f1d7e6d4c0bae3f078822da3426b436
F08_SRC_017_V03,F08,compound-radius transition groove,F08_GEOM_017,F08_SRC_017,data/raw/cv20/images/8/classes/0/0008 (2).png,AUG_03,horizontal-mirror-rotation,15,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_017/F08_SRC_017_V03.png,0c22e345629847b4dd2fa626c63246ba10727ce770542b00735a28a474cc946a
F08_SRC_018_V00,F08,compound-radius transition groove,F08_GEOM_018,F08_SRC_018,data/raw/cv20/images/8/classes/0/0008.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_018/F08_SRC_018_V00.png,46849e439f525025a2a624a68e440146426c3ba81009b3232b114e55589c23e3
F08_SRC_018_V01,F08,compound-radius transition groove,F08_GEOM_018,F08_SRC_018,data/raw/cv20/images/8/classes/0/0008.png,AUG_01,rotation,35,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_018/F08_SRC_018_V01.png,afd06cce806bb7b9c57f450bc96323c0af9b1e2fdb4ee34cbf9d3a0dcfb2c098
F08_SRC_018_V02,F08,compound-radius transition groove,F08_GEOM_018,F08_SRC_018,data/raw/cv20/images/8/classes/0/0008.png,AUG_02,translation,0,2,3,no,data/processed/cv20_augmented/images/F08/F08_SRC_018/F08_SRC_018_V02.png,9f9ead2032a57a7b54256941aa561d0cbca4938b691f846e98bc020ae80911bd
F08_SRC_018_V03,F08,compound-radius transition groove,F08_GEOM_018,F08_SRC_018,data/raw/cv20/images/8/classes/0/0008.png,AUG_03,horizontal-mirror-rotation,20,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_018/F08_SRC_018_V03.png,4841bc7aacf4148101df174b5a64c47fb8b6e144e3bb0df4ba75d0b44c32ba8f
F08_SRC_019_V00,F08,compound-radius transition groove,F08_GEOM_019,F08_SRC_019,data/raw/cv20/images/8/classes/0/0009 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_019/F08_SRC_019_V00.png,604a4e9a3324b097773e81ef928e12d1ebd519319a79f3ef9a265414aae230c6
F08_SRC_019_V01,F08,compound-radius transition groove,F08_GEOM_019,F08_SRC_019,data/raw/cv20/images/8/classes/0/0009 (2).png,AUG_01,rotation,45,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_019/F08_SRC_019_V01.png,ea5cb2cfa61698bcf40e029261ee275539907407b83b3e3da8b89afd379bc34f
F08_SRC_019_V02,F08,compound-radius transition groove,F08_GEOM_019,F08_SRC_019,data/raw/cv20/images/8/classes/0/0009 (2).png,AUG_02,translation,0,3,-3,no,data/processed/cv20_augmented/images/F08/F08_SRC_019/F08_SRC_019_V02.png,d581366565feca32b806ee52952ad5d41346c4bde5fb17cba20f4f6653c34077
F08_SRC_019_V03,F08,compound-radius transition groove,F08_GEOM_019,F08_SRC_019,data/raw/cv20/images/8/classes/0/0009 (2).png,AUG_03,horizontal-mirror-rotation,25,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_019/F08_SRC_019_V03.png,0805dd33cdc020aa3955445c9da31bf5f2b247a4aabe6b7cb5cb7202f2b80f0e
F08_SRC_020_V00,F08,compound-radius transition groove,F08_GEOM_020,F08_SRC_020,data/raw/cv20/images/8/classes/0/0009.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_020/F08_SRC_020_V00.png,448991e2d365f3123e27a6b138666a34eca3bbd92318fb8f312267f9900bfa70
F08_SRC_020_V01,F08,compound-radius transition groove,F08_GEOM_020,F08_SRC_020,data/raw/cv20/images/8/classes/0/0009.png,AUG_01,rotation,10,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_020/F08_SRC_020_V01.png,14a3b0ba5ccb12208eda9cf643a06b0d10c5e8cd5a57521d7d437b08f93ff0bc
F08_SRC_020_V02,F08,compound-radius transition groove,F08_GEOM_020,F08_SRC_020,data/raw/cv20/images/8/classes/0/0009.png,AUG_02,translation,0,-3,-2,no,data/processed/cv20_augmented/images/F08/F08_SRC_020/F08_SRC_020_V02.png,f4ced5d3d5a69cb2d88a268954b24a8c112fce531aafb3dd21fc45749d16f87d
F08_SRC_020_V03,F08,compound-radius transition groove,F08_GEOM_020,F08_SRC_020,data/raw/cv20/images/8/classes/0/0009.png,AUG_03,horizontal-mirror-rotation,5,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_020/F08_SRC_020_V03.png,64d56157f894d50fd86247385b8a4b974802ed669224dbac32619b6a3bb4d34b
F08_SRC_021_V00,F08,compound-radius transition groove,F08_GEOM_021,F08_SRC_021,data/raw/cv20/images/8/classes/0/0010 (2).png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_021/F08_SRC_021_V00.png,ae14ab9654264f579f74d23bd4c97acde25bb83bba92c7de34b304e0fe7c2bc3
F08_SRC_021_V01,F08,compound-radius transition groove,F08_GEOM_021,F08_SRC_021,data/raw/cv20/images/8/classes/0/0010 (2).png,AUG_01,rotation,20,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_021/F08_SRC_021_V01.png,1deedee4d629c079cbe28ac43801d3b29e4e63c0ecf5350d02026c4cc7bcade2
F08_SRC_021_V02,F08,compound-radius transition groove,F08_GEOM_021,F08_SRC_021,data/raw/cv20/images/8/classes/0/0010 (2).png,AUG_02,translation,0,-2,-1,no,data/processed/cv20_augmented/images/F08/F08_SRC_021/F08_SRC_021_V02.png,defaafdf0a41d3e89f2b47ce30b4961ccc1c6fe858e27d0444aa438bd6a5bbc6
F08_SRC_021_V03,F08,compound-radius transition groove,F08_GEOM_021,F08_SRC_021,data/raw/cv20/images/8/classes/0/0010 (2).png,AUG_03,horizontal-mirror-rotation,10,0,0,horizontal,data/processed/cv20_augmented/images/F08/F08_SRC_021/F08_SRC_021_V03.png,5e151b77363a46edbf8d19b6c5831f1a31653be05c2a34e2cab2ab238c8bc540
F08_SRC_022_V00,F08,compound-radius transition groove,F08_GEOM_022,F08_SRC_022,data/raw/cv20/images/8/classes/0/0010.png,AUG_00,base-normalized,0,0,0,no,data/processed/cv20_augmented/images/F08/F08_SRC_022/F08_SRC_022_V00.png,943c5b7c0e49f1af5f7941d1b39317875930447491572b243b25ee6b824bf982
