sample_id,case_id,feature_id,source_geometry_id,source_instance_id,view_id,augmentation_id,instruction_id,split_id,image_file,cad_model_file,kg_file,prompt_template,retrieval_exclusion_key,is_from_heldout_validation_case,is_validation_representative_sample,validation_record_key
AI5K_02875,F11_CASE_025,F11,F11_GEOM_025,F11_SRC_025,F11_SRC_025_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F11/F11_SRC_025/F11_SRC_025_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_025,0,0,
AI5K_02876,F11_CASE_026,F11,F11_GEOM_026,F11_SRC_026,F11_SRC_026_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F11/F11_SRC_026/F11_SRC_026_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_026,0,0,
AI5K_02877,F11_CASE_026,F11,F11_GEOM_026,F11_SRC_026,F11_SRC_026_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F11/F11_SRC_026/F11_SRC_026_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_026,0,0,
AI5K_02878,F11_CASE_026,F11,F11_GEOM_026,F11_SRC_026,F11_SRC_026_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F11/F11_SRC_026/F11_SRC_026_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_026,0,0,
AI5K_02879,F11_CASE_026,F11,F11_GEOM_026,F11_SRC_026,F11_SRC_026_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F11/F11_SRC_026/F11_SRC_026_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_026,0,0,
AI5K_02880,F11_CASE_026,F11,F11_GEOM_026,F11_SRC_026,F11_SRC_026_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F11/F11_SRC_026/F11_SRC_026_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_026,0,0,
AI5K_02881,F11_CASE_027,F11,F11_GEOM_027,F11_SRC_027,F11_SRC_027_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F11/F11_SRC_027/F11_SRC_027_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_027,0,0,
AI5K_02882,F11_CASE_027,F11,F11_GEOM_027,F11_SRC_027,F11_SRC_027_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F11/F11_SRC_027/F11_SRC_027_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_027,0,0,
AI5K_02883,F11_CASE_027,F11,F11_GEOM_027,F11_SRC_027,F11_SRC_027_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F11/F11_SRC_027/F11_SRC_027_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_027,0,0,
AI5K_02884,F11_CASE_027,F11,F11_GEOM_027,F11_SRC_027,F11_SRC_027_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F11/F11_SRC_027/F11_SRC_027_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_027,0,0,
AI5K_02885,F11_CASE_027,F11,F11_GEOM_027,F11_SRC_027,F11_SRC_027_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F11/F11_SRC_027/F11_SRC_027_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_027,0,0,
AI5K_02886,F11_CASE_028,F11,F11_GEOM_028,F11_SRC_028,F11_SRC_028_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F11/F11_SRC_028/F11_SRC_028_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_028,0,0,
AI5K_02887,F11_CASE_028,F11,F11_GEOM_028,F11_SRC_028,F11_SRC_028_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F11/F11_SRC_028/F11_SRC_028_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_028,0,0,
AI5K_02888,F11_CASE_028,F11,F11_GEOM_028,F11_SRC_028,F11_SRC_028_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F11/F11_SRC_028/F11_SRC_028_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_028,0,0,
AI5K_02889,F11_CASE_028,F11,F11_GEOM_028,F11_SRC_028,F11_SRC_028_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F11/F11_SRC_028/F11_SRC_028_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_028,0,0,
AI5K_02890,F11_CASE_028,F11,F11_GEOM_028,F11_SRC_028,F11_SRC_028_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F11/F11_SRC_028/F11_SRC_028_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_028,0,0,
AI5K_02891,F11_CASE_029,F11,F11_GEOM_029,F11_SRC_029,F11_SRC_029_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F11/F11_SRC_029/F11_SRC_029_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_029,0,0,
AI5K_02892,F11_CASE_029,F11,F11_GEOM_029,F11_SRC_029,F11_SRC_029_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F11/F11_SRC_029/F11_SRC_029_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_029,0,0,
AI5K_02893,F11_CASE_029,F11,F11_GEOM_029,F11_SRC_029,F11_SRC_029_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F11/F11_SRC_029/F11_SRC_029_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_029,0,0,
AI5K_02894,F11_CASE_029,F11,F11_GEOM_029,F11_SRC_029,F11_SRC_029_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F11/F11_SRC_029/F11_SRC_029_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_029,0,0,
AI5K_02895,F11_CASE_029,F11,F11_GEOM_029,F11_SRC_029,F11_SRC_029_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F11/F11_SRC_029/F11_SRC_029_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_029,0,0,
AI5K_02896,F11_CASE_030,F11,F11_GEOM_030,F11_SRC_030,F11_SRC_030_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F11/F11_SRC_030/F11_SRC_030_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_030,0,0,
AI5K_02897,F11_CASE_030,F11,F11_GEOM_030,F11_SRC_030,F11_SRC_030_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F11/F11_SRC_030/F11_SRC_030_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_030,0,0,
AI5K_02898,F11_CASE_030,F11,F11_GEOM_030,F11_SRC_030,F11_SRC_030_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F11/F11_SRC_030/F11_SRC_030_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_030,0,0,
AI5K_02899,F11_CASE_030,F11,F11_GEOM_030,F11_SRC_030,F11_SRC_030_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F11/F11_SRC_030/F11_SRC_030_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_030,0,0,
AI5K_02900,F11_CASE_030,F11,F11_GEOM_030,F11_SRC_030,F11_SRC_030_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F11/F11_SRC_030/F11_SRC_030_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_030,0,0,
AI5K_02901,F11_CASE_031,F11,F11_GEOM_031,F11_SRC_031,F11_SRC_031_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F11/F11_SRC_031/F11_SRC_031_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_031,0,0,
AI5K_02902,F11_CASE_031,F11,F11_GEOM_031,F11_SRC_031,F11_SRC_031_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F11/F11_SRC_031/F11_SRC_031_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_031,0,0,
AI5K_02903,F11_CASE_031,F11,F11_GEOM_031,F11_SRC_031,F11_SRC_031_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F11/F11_SRC_031/F11_SRC_031_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_031,0,0,
AI5K_02904,F11_CASE_031,F11,F11_GEOM_031,F11_SRC_031,F11_SRC_031_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F11/F11_SRC_031/F11_SRC_031_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_031,0,0,
AI5K_02905,F11_CASE_031,F11,F11_GEOM_031,F11_SRC_031,F11_SRC_031_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F11/F11_SRC_031/F11_SRC_031_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_031,0,0,
AI5K_02906,F11_CASE_032,F11,F11_GEOM_032,F11_SRC_032,F11_SRC_032_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F11/F11_SRC_032/F11_SRC_032_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_032,0,0,
AI5K_02907,F11_CASE_032,F11,F11_GEOM_032,F11_SRC_032,F11_SRC_032_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F11/F11_SRC_032/F11_SRC_032_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_032,0,0,
AI5K_02908,F11_CASE_032,F11,F11_GEOM_032,F11_SRC_032,F11_SRC_032_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F11/F11_SRC_032/F11_SRC_032_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_032,0,0,
AI5K_02909,F11_CASE_032,F11,F11_GEOM_032,F11_SRC_032,F11_SRC_032_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F11/F11_SRC_032/F11_SRC_032_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_032,0,0,
AI5K_02910,F11_CASE_032,F11,F11_GEOM_032,F11_SRC_032,F11_SRC_032_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F11/F11_SRC_032/F11_SRC_032_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_032,0,0,
AI5K_02911,F11_CASE_033,F11,F11_GEOM_033,F11_SRC_033,F11_SRC_033_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F11/F11_SRC_033/F11_SRC_033_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_033,0,0,
AI5K_02912,F11_CASE_033,F11,F11_GEOM_033,F11_SRC_033,F11_SRC_033_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F11/F11_SRC_033/F11_SRC_033_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_033,0,0,
AI5K_02913,F11_CASE_033,F11,F11_GEOM_033,F11_SRC_033,F11_SRC_033_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F11/F11_SRC_033/F11_SRC_033_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_033,0,0,
AI5K_02914,F11_CASE_033,F11,F11_GEOM_033,F11_SRC_033,F11_SRC_033_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F11/F11_SRC_033/F11_SRC_033_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_033,0,0,
AI5K_02915,F11_CASE_033,F11,F11_GEOM_033,F11_SRC_033,F11_SRC_033_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F11/F11_SRC_033/F11_SRC_033_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_033,0,0,
AI5K_02916,F11_CASE_034,F11,F11_GEOM_034,F11_SRC_034,F11_SRC_034_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F11/F11_SRC_034/F11_SRC_034_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_034,0,0,
AI5K_02917,F11_CASE_034,F11,F11_GEOM_034,F11_SRC_034,F11_SRC_034_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F11/F11_SRC_034/F11_SRC_034_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_034,0,0,
AI5K_02918,F11_CASE_034,F11,F11_GEOM_034,F11_SRC_034,F11_SRC_034_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F11/F11_SRC_034/F11_SRC_034_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_034,0,0,
AI5K_02919,F11_CASE_034,F11,F11_GEOM_034,F11_SRC_034,F11_SRC_034_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F11/F11_SRC_034/F11_SRC_034_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_034,0,0,
AI5K_02920,F11_CASE_034,F11,F11_GEOM_034,F11_SRC_034,F11_SRC_034_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F11/F11_SRC_034/F11_SRC_034_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_034,0,0,
AI5K_02921,F11_CASE_035,F11,F11_GEOM_035,F11_SRC_035,F11_SRC_035_V00,AUG_00,GEO,train,data/processed/cv20_augmented/images/F11/F11_SRC_035/F11_SRC_035_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_035,0,0,
AI5K_02922,F11_CASE_035,F11,F11_GEOM_035,F11_SRC_035,F11_SRC_035_V01,AUG_01,PLAN,train,data/processed/cv20_augmented/images/F11/F11_SRC_035/F11_SRC_035_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_035,0,0,
AI5K_02923,F11_CASE_035,F11,F11_GEOM_035,F11_SRC_035,F11_SRC_035_V02,AUG_02,RISK,train,data/processed/cv20_augmented/images/F11/F11_SRC_035/F11_SRC_035_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_035,0,0,
AI5K_02924,F11_CASE_035,F11,F11_GEOM_035,F11_SRC_035,F11_SRC_035_V03,AUG_03,VERIFY,train,data/processed/cv20_augmented/images/F11/F11_SRC_035/F11_SRC_035_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_035,0,0,
AI5K_02925,F11_CASE_035,F11,F11_GEOM_035,F11_SRC_035,F11_SRC_035_V00,AUG_00,RESOURCE,train,data/processed/cv20_augmented/images/F11/F11_SRC_035/F11_SRC_035_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_035,0,0,
AI5K_02926,F11_CASE_036,F11,F11_GEOM_036,F11_SRC_036,F11_SRC_036_V00,AUG_00,GEO,validation,data/processed/cv20_augmented/images/F11/F11_SRC_036/F11_SRC_036_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_036,0,0,
AI5K_02927,F11_CASE_036,F11,F11_GEOM_036,F11_SRC_036,F11_SRC_036_V01,AUG_01,PLAN,validation,data/processed/cv20_augmented/images/F11/F11_SRC_036/F11_SRC_036_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_036,0,0,
AI5K_02928,F11_CASE_036,F11,F11_GEOM_036,F11_SRC_036,F11_SRC_036_V02,AUG_02,RISK,validation,data/processed/cv20_augmented/images/F11/F11_SRC_036/F11_SRC_036_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_036,0,0,
AI5K_02929,F11_CASE_036,F11,F11_GEOM_036,F11_SRC_036,F11_SRC_036_V03,AUG_03,VERIFY,validation,data/processed/cv20_augmented/images/F11/F11_SRC_036/F11_SRC_036_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_036,0,0,
AI5K_02930,F11_CASE_036,F11,F11_GEOM_036,F11_SRC_036,F11_SRC_036_V00,AUG_00,RESOURCE,validation,data/processed/cv20_augmented/images/F11/F11_SRC_036/F11_SRC_036_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_036,0,0,
AI5K_02931,F11_CASE_037,F11,F11_GEOM_037,F11_SRC_037,F11_SRC_037_V00,AUG_00,GEO,validation,data/processed/cv20_augmented/images/F11/F11_SRC_037/F11_SRC_037_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_037,0,0,
AI5K_02932,F11_CASE_037,F11,F11_GEOM_037,F11_SRC_037,F11_SRC_037_V01,AUG_01,PLAN,validation,data/processed/cv20_augmented/images/F11/F11_SRC_037/F11_SRC_037_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_037,0,0,
AI5K_02933,F11_CASE_037,F11,F11_GEOM_037,F11_SRC_037,F11_SRC_037_V02,AUG_02,RISK,validation,data/processed/cv20_augmented/images/F11/F11_SRC_037/F11_SRC_037_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_037,0,0,
AI5K_02934,F11_CASE_037,F11,F11_GEOM_037,F11_SRC_037,F11_SRC_037_V03,AUG_03,VERIFY,validation,data/processed/cv20_augmented/images/F11/F11_SRC_037/F11_SRC_037_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_037,0,0,
AI5K_02935,F11_CASE_037,F11,F11_GEOM_037,F11_SRC_037,F11_SRC_037_V00,AUG_00,RESOURCE,validation,data/processed/cv20_augmented/images/F11/F11_SRC_037/F11_SRC_037_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_037,0,0,
AI5K_02936,F11_CASE_038,F11,F11_GEOM_038,F11_SRC_038,F11_SRC_038_V00,AUG_00,GEO,validation,data/processed/cv20_augmented/images/F11/F11_SRC_038/F11_SRC_038_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_038,0,0,
AI5K_02937,F11_CASE_038,F11,F11_GEOM_038,F11_SRC_038,F11_SRC_038_V01,AUG_01,PLAN,validation,data/processed/cv20_augmented/images/F11/F11_SRC_038/F11_SRC_038_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_038,0,0,
AI5K_02938,F11_CASE_038,F11,F11_GEOM_038,F11_SRC_038,F11_SRC_038_V02,AUG_02,RISK,validation,data/processed/cv20_augmented/images/F11/F11_SRC_038/F11_SRC_038_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_038,0,0,
AI5K_02939,F11_CASE_038,F11,F11_GEOM_038,F11_SRC_038,F11_SRC_038_V03,AUG_03,VERIFY,validation,data/processed/cv20_augmented/images/F11/F11_SRC_038/F11_SRC_038_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_038,0,0,
AI5K_02940,F11_CASE_038,F11,F11_GEOM_038,F11_SRC_038,F11_SRC_038_V00,AUG_00,RESOURCE,validation,data/processed/cv20_augmented/images/F11/F11_SRC_038/F11_SRC_038_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_038,0,0,
AI5K_02941,F11_CASE_039,F11,F11_GEOM_039,F11_SRC_039,F11_SRC_039_V00,AUG_00,GEO,validation,data/processed/cv20_augmented/images/F11/F11_SRC_039/F11_SRC_039_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_039,0,0,
AI5K_02942,F11_CASE_039,F11,F11_GEOM_039,F11_SRC_039,F11_SRC_039_V01,AUG_01,PLAN,validation,data/processed/cv20_augmented/images/F11/F11_SRC_039/F11_SRC_039_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_039,0,0,
AI5K_02943,F11_CASE_039,F11,F11_GEOM_039,F11_SRC_039,F11_SRC_039_V02,AUG_02,RISK,validation,data/processed/cv20_augmented/images/F11/F11_SRC_039/F11_SRC_039_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_039,0,0,
AI5K_02944,F11_CASE_039,F11,F11_GEOM_039,F11_SRC_039,F11_SRC_039_V03,AUG_03,VERIFY,validation,data/processed/cv20_augmented/images/F11/F11_SRC_039/F11_SRC_039_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_039,0,0,
AI5K_02945,F11_CASE_039,F11,F11_GEOM_039,F11_SRC_039,F11_SRC_039_V00,AUG_00,RESOURCE,validation,data/processed/cv20_augmented/images/F11/F11_SRC_039/F11_SRC_039_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_039,0,0,
AI5K_02946,F11_CASE_040,F11,F11_GEOM_040,F11_SRC_040,F11_SRC_040_V00,AUG_00,GEO,validation,data/processed/cv20_augmented/images/F11/F11_SRC_040/F11_SRC_040_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_040,0,0,
AI5K_02947,F11_CASE_040,F11,F11_GEOM_040,F11_SRC_040,F11_SRC_040_V01,AUG_01,PLAN,validation,data/processed/cv20_augmented/images/F11/F11_SRC_040/F11_SRC_040_V01.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_040,0,0,
AI5K_02948,F11_CASE_040,F11,F11_GEOM_040,F11_SRC_040,F11_SRC_040_V02,AUG_02,RISK,validation,data/processed/cv20_augmented/images/F11/F11_SRC_040/F11_SRC_040_V02.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_040,0,0,
AI5K_02949,F11_CASE_040,F11,F11_GEOM_040,F11_SRC_040,F11_SRC_040_V03,AUG_03,VERIFY,validation,data/processed/cv20_augmented/images/F11/F11_SRC_040/F11_SRC_040_V03.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_040,0,0,
AI5K_02950,F11_CASE_040,F11,F11_GEOM_040,F11_SRC_040,F11_SRC_040_V00,AUG_00,RESOURCE,validation,data/processed/cv20_augmented/images/F11/F11_SRC_040/F11_SRC_040_V00.png,data/raw/cv20/cad_xt/11.x_t,data/raw/aero_mpkg/json/F11.json,data/processed/process_planning_prompt_v1.txt,F11_SRC_040,0,0,
